-5924072472339080133,null
-465170148723202428,null
-5117026743192130965,531931
7994254919557527212,790453
-5957095411861898554,731881
3668501615985905376,null
4834881207064575884,null
-7092456589066423802,750588
-3146205375553721073,null
-2553917141268173430,641750
3253669328839566398,731739
4275702452056580088,null
-5544386789506457458,null
7790719408749689164,null
-2483186181999972240,null
4215424240198239748,null
3782053397777865200,142007
3306761527802432116,null
1657063494682177117,null
3890843741363765415,820642
5115015197676887954,null
-8148238205909928703,760315
2715886031453875484,null
6696071535457495277,null
-7519025583733868069,null
3346916948412379,641859
687379969763459741,545209
3405288941162824907,null
-5501189366993352484,null
-7684487504446422365,null
-4441846133064845889,null
6868676453405597177,790414
-7387643040447703517,null
1454832984579132344,751492
-451493566817383923,null
1762283233916181552,null
-1584613077848175471,820119
3298314723931324267,820210
-4023256350611869495,540312
-8834440121101267308,null
4202523134778881588,null
8783249343783240325,820665
9135225815695990388,681754
-4740363925570332648,null
2226432125937758615,551141
-2677305585997487831,540200
-8783769341504791380,820131
-1542341973263529078,313081
1432894528121147164,541133
8867969695380104227,null
-5823029900498772478,null
-2930131989553855777,511649
403050393923648913,540215
-2063901402731558571,null
5848810024359506038,null
-4597220925148387057,750508
1825624115761988381,null
7185148156538633423,530988
3761796374815285182,540266
-8407645247621680629,730681
-7386831024289152980,462062
-7162822229926374368,null
-6715141160479509230,411660
8000461943788511324,551512
4050465115828242651,null
6953825306283231383,521701
-7751803985646415790,311004
-8401490660162698519,null
3160404330704596758,511635
-7288726949044248898,null
4243029954185492805,null
-603915041495798605,null
-6784480225783184888,372052
5786053658180534817,511473
-4148678037844645010,606288
2935572023924721046,462002
9079838964234485533,560588
-4386670004381144251,null
-3134057778900138989,730691
-8978187476098262616,671177
1166081165486710815,null
8854049419857396508,null
1587481026273474993,null
-5352471958674972985,571212
4890367871438173922,551550
649375003035402061,524496
597536291252245633,null
-2138467368853265912,null
6090484432703773227,null
4544444114497347161,null
8872082588216144674,820128
-31693624909578128,null
5222570944806874927,null
-6102308338989617761,null
-2495272227509746775,null
-2978844885310726061,640663
-6895347021608971411,null
-7925270460757280876,null
-7991933271718478790,null
9098602826544718087,411649
7916220781444502610,null
81979408848361841,511235
-2122916983293252820,null
2109334613199183107,null
-4801034929912839689,681661
-9026254505408391177,null
-218083927989177057,750592
5575213861630859183,null
-2296354647778428491,751330
-527824272177714205,680801
6302473841071157772,null
-719805312621847672,521716
-6246513582587093930,null
-5292300818137770937,545188
-3015788575471105055,522450
-6432344873855291646,null
8512401516862750960,731546
3230909272045270829,761840
-7818794244157375822,731521
1650771033378749314,141171
-6225176142411336342,null
-6485465253484689340,521492
4954027048595357249,null
-6605332762248189290,600132
-3249736191260508672,null
-6474279471602039481,411145
-6380677146112634894,540118
3109538003212420750,190013
-2894891293201656371,521256
-9030249864840563484,null
4720767032090871491,601022
-8075433888553028321,null
-3986288139030365984,141085
6183328569251262435,441035
-3016012494426023903,731787
202551981772284463,null
-4570877790941608837,null
7831558644483630757,null
-6845964013427928195,null
-65003463747472504,820199
2326037215403223480,540257
7525197864106746985,null
-5852805806894343343,null
5010732759064833540,null
4454876109692849764,null
-2855257445555656619,641832
-2283272141153821267,null
-2412000226085025011,650631
-3959720343702570765,751424
1591460232423625824,641854
-1875160970716989353,760430
8756560809020272368,null
3245475312878427610,671513
-4082275791197395152,null
6284211279530993456,null
902256598112219786,null
-3350054092576424320,571231
8381985763384609843,null
-8692381243224563093,null
-7642250198654293598,null
-2208505678112560114,461114
5384513057806072673,820271
-2608095850162181441,null
-8719915489370725263,null
2068785206026512748,null
-1032221897740965648,null
-3613649921895993688,null
-6902943753867883006,null
8960886025207402109,561132
-5781457850314147817,null
-6449546891458969565,142037
-379310053175612219,null
-2217353557361489720,null
-1383753798702295808,null
-3711411616407192778,null
3481060303090508683,731622
7016122572486969328,790406
-3093548208997042907,381050
-41214157224254683,null
2541307196984249873,379497
6521483195781787888,411637
-4411000381038372596,100105
-7208253181318482647,null
2560716216865846237,460219
2459976085236852745,150163
-6104290006619374653,790440
6522522607343851022,671529
-8014604692639199534,null
4983270047204668033,null
-4332761850155564124,null
1493005723763456404,null
-1551058768345289642,141061
-3013371769807394457,null
7412480482063432191,611183
-301948328978780267,null
-6639298795483638842,571022
-4191732722911886179,640679
1103216213010985357,391093
3116340823176083786,200031
-85379719543695956,540261
7095330808640815649,null
-2998442247764980288,null
-5467281100699501556,null
3343472264134333772,null
-1659696010990065917,733717
1882814520922614529,null
-7977775951541171839,null
-8018988365041359329,null
3021385776506065971,null
-7778791886389172630,541236
2893622890232662359,null
422945925480984612,540295
-4126805118494771859,541241
5233401737318183383,null
-815165989390035318,null
5369393974734015338,null
1902671540117071536,null
-5124494936287813840,null
8834706986116724248,761797
-2720593595375847354,610140
3870459187427806784,null
-8564933071808032860,null
5308628013288292792,null
-7762151137984303418,null
423747434679383745,750506
7969342401406715073,null
-4079326539095507320,463035
2207384499892620614,681771
5977113277712228301,null
9144700818722818694,null
-1774033314989387633,null
7010119059860061924,540201
-7818766310451617788,680683
391577727184007107,null
-7885350310309328656,null
596551809962781626,null
3170991375444637010,641617
-3729915410979883513,null
-4049036038534983300,610337
-2415265956109002797,null
3322258489749740064,820614
3165895724042245168,null
8509873249550084223,082006
-5183482513498539845,562104
-7420119493813883860,null
4803204867166779642,null
-8904136683055463021,760504
5619096075090324666,null
6762848749646682996,540329
-4854281045852249486,null
4578540996196758349,null
7090890366585156919,530984
-1882591698579369479,532002
-4411965510352593484,402002
1721088241634814743,151037
6547450329265694771,null
3306268610653922253,462030
6670414450512501903,null
3129743391772020536,null
-2799975681275208223,null
3994227541917659714,null
-8031057392740715448,521311
-7344767265891508114,611121
-4334469440361799598,471769
8744083036263829139,null
9081863687999979741,650443
-9150925343610054372,null
-2936811969964219911,543191
-4925159149143552651,null
-5975828348391575619,641208
8261265374638304059,511231
6474525495758376604,null
1023081362972023659,640180
-4199172945003869352,null
-4678444158556779152,160054
-629031004806608095,null
-3040568930173938546,731649
-4767645654284702402,null
5332762861427524936,143053
-4585665162471571356,210665
7544041367254352142,null
3660601413937037133,null
8535057855782446802,null
6919353442199106801,null
5254983881591694244,null
-5070532157741319685,null
8199578417509470557,521364
